date,close,MA_open,MA_close,MA_high,MA_low,ATR,Up,Dn,Trend,TrendUp,TrendDown,TrendSL,EMA,open,high,low,instrument_token
2023-08-14 09:15:00+05:30,176.1,,,,,,,,1.0,,,,176.1,204.4,237.05,144.6,26794244
2023-08-14 09:16:00+05:30,173.39999999999998,,,,,19.94999999999999,534.9749999999998,-183.2249999999998,1.0,-183.2249999999998,,-183.2249999999998,176.0833846153846,175.45,185.85,165.9,26794244
2023-08-14 09:17:00+05:30,171.7,,,,,17.249999999999986,482.8749999999998,-138.12499999999977,1.0,-138.12499999999977,,-138.12499999999977,176.0564099408284,172.95,176.95,167.8,26794244
2023-08-14 09:18:00+05:30,172.8,,,,,14.799999999999994,438.72499999999985,-94.07499999999987,1.0,-94.07499999999987,,-94.07499999999987,176.03637049503868,171.14999999999998,176.05,168.6,26794244
2023-08-14 09:19:00+05:30,171.6,,,,,13.662499999999994,417.7999999999999,-74.0499999999999,1.0,-74.0499999999999,,-74.0499999999999,176.00906975353075,172.55,177.0,166.75,26794244
2023-08-14 09:20:00+05:30,173.15,,,,,13.446874999999999,414.29375,-69.79374999999999,1.0,-69.79374999999999,,-69.79374999999999,175.9914754781244,171.55,178.65,165.85,26794244
2023-08-14 09:21:00+05:30,172.1,,,,,11.960156249999999,388.0328125,-42.53281249999998,1.0,-42.53281249999998,,-42.53281249999998,175.9675279367206,172.75,176.5,169.0,26794244
2023-08-14 09:22:00+05:30,170.6,,,,,11.3451171875,375.762109375,-32.66210937499997,1.0,-32.66210937499997,,-32.66210937499997,175.93449699557152,171.8,176.3,166.8,26794244
2023-08-14 09:23:00+05:30,171.35000000000002,,,,,11.121337890625004,371.35908203125007,-29.009082031250045,1.0,-29.009082031250045,,-29.009082031250045,175.906284706368,170.3,176.4,165.95,26794244
2023-08-14 09:24:00+05:30,170.60000000000002,,,,,10.628503417968755,362.23806152343764,-20.388061523437585,1.0,-20.388061523437585,,-20.388061523437585,175.8736306466365,171.5,175.5,166.35,26794244
2023-08-14 09:25:00+05:30,169.0,,,,,10.421377563476568,357.13479614257824,-18.034796142578244,1.0,-18.034796142578244,,-18.034796142578244,175.83133138111873,170.64999999999998,174.45,164.64999999999998,26794244
2023-08-14 09:26:00+05:30,168.7,,,,,10.566033172607426,357.7385971069337,-18.034796142578244,1.0,-18.034796142578244,,-18.034796142578244,175.78744626492724,168.85,173.05,162.05,26794244
2023-08-14 09:27:00+05:30,168.65,174.07692307692307,171.51923076923077,181.1846153846154,164.63846153846154,9.337024879455564,336.89144783020015,0.7585521697998274,1.0,0.7585521697998274,,0.7585521697998274,175.7435235186815,169.1,171.64999999999998,166.0,26794244
2023-08-14 09:28:00+05:30,167.85,171.33076923076922,170.8846153846154,176.09230769230768,166.23076923076923,8.390268659591676,319.09983587265015,17.05016412734986,1.0,17.05016412734986,,17.05016412734986,175.6949479893358,168.7,170.85000000000002,165.3,26794244
2023-08-14 09:29:00+05:30,166.7,170.7576923076923,170.3692307692308,174.8153846153846,166.14615384615385,7.405201494693754,300.3186269044876,33.731373095512424,1.0,33.731373095512424,,33.731373095512424,175.63959446324756,168.0,169.25,164.8,26794244
2023-08-14 09:30:00+05:30,167.2,170.2423076923077,170.0230769230769,174.32692307692307,165.77307692307693,7.466401121020324,301.17022017836587,33.731373095512424,1.0,33.731373095512424,,33.731373095512424,175.58765849731986,166.25,170.60000000000002,162.95,26794244
2023-08-14 09:31:00+05:30,167.95,169.95,169.64999999999998,173.97307692307692,165.4576923076923,7.33730084076524,300.0464151337743,35.903584866225685,1.0,35.903584866225685,,35.903584866225685,175.54065752195174,167.35000000000002,171.45,164.5,26794244
2023-08-14 09:32:00+05:30,167.95,169.57692307692307,169.3692307692308,173.55,165.3,7.202975630573933,297.75356135033076,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,175.49394578335512,167.7,171.5,164.7,26794244
2023-08-14 09:33:00+05:30,167.5,169.27692307692308,168.9346153846154,173.03461538461536,165.0153846153846,7.852231722930446,308.39017101274806,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,175.44475227084217,167.65,171.95,162.15,26794244
2023-08-14 09:34:00+05:30,167.8,168.82692307692307,168.60384615384615,172.8884615384615,164.31153846153848,9.576673792197834,339.605128259561,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,175.39770764148315,166.9,174.6,159.85,26794244
2023-08-14 09:35:00+05:30,165.2,168.52307692307693,168.18846153846152,172.37307692307695,164.07692307692307,8.64500534414838,322.28509619467087,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,175.33495251753556,167.85,169.60000000000002,163.75,26794244
2023-08-14 09:36:00+05:30,163.6,168.1153846153846,167.59230769230768,171.79615384615383,163.55,8.933754008111281,324.80757214600305,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,175.26273742511995,165.0,168.9,159.10000000000002,26794244
2023-08-14 09:37:00+05:30,163.25,167.41923076923075,167.02692307692308,171.14615384615385,162.95384615384617,8.812815506083458,321.4556791095023,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,175.1888128871192,162.45,167.05,158.60000000000002,26794244
2023-08-14 09:38:00+05:30,162.4,166.8576923076923,166.51923076923077,170.70384615384617,162.37307692307692,9.509611629562592,334.0730093321266,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,175.11011250012157,163.35,168.7,157.1,26794244
2023-08-14 09:39:00+05:30,162.7,166.3692307692308,166.05769230769232,170.22307692307692,161.99615384615387,9.544708722171945,333.77975699909507,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,175.0337425770439,162.5,166.8,157.15,26794244
2023-08-14 09:40:00+05:30,163.55,165.8807692307692,165.66538461538462,169.77692307692308,161.56923076923078,8.508531541628967,316.3035677493214,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,174.9630733919544,162.75,165.85000000000002,160.45,26794244
2023-08-14 09:41:00+05:30,163.05,165.47307692307692,165.29615384615383,169.5,161.0423076923077,8.581398656221728,317.3151758119911,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,174.88976217108083,163.4,167.25,158.45,26794244
2023-08-14 09:42:00+05:30,162.35,165.08461538461538,164.96153846153845,169.21153846153845,160.69615384615383,7.7360489921662925,302.14888185899326,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,174.8125944038742,162.95,165.5,160.3,26794244
2023-08-14 09:43:00+05:30,162.2,164.78846153846155,164.57692307692307,168.92307692307693,160.2923076923077,8.089536744124729,307.88666139424515,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,174.73497843831188,162.4,166.85000000000002,157.7,26794244
2023-08-14 09:44:00+05:30,162.05,164.3923076923077,164.12307692307692,168.42307692307693,159.8846153846154,7.504652558093547,297.1587460456838,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,174.65691703253768,162.2,164.95,159.2,26794244
2023-08-14 09:45:00+05:30,161.8,163.94230769230768,163.65000000000003,167.9769230769231,159.3807692307692,7.515989418570156,297.2128095342628,38.446438649669204,1.0,38.446438649669204,,38.446438649669204,174.57779754310667,161.85,165.7,158.15,26794244
2023-08-14 09:46:00+05:30,161.3,163.48846153846154,163.17307692307693,167.34615384615384,159.14615384615385,6.799492063927618,283.8158571506971,39.034142849302896,1.0,39.034142849302896,,39.034142849302896,174.49608801976447,161.75,163.75,159.1,26794244
2023-08-14 09:47:00+05:30,161.0,163.0423076923077,162.64999999999998,166.5846153846154,158.92307692307693,7.037119047945714,287.49314286302285,39.034142849302896,1.0,39.034142849302896,,39.034142849302896,174.41303517041206,161.1,164.7,156.95,26794244
2023-08-14 09:48:00+05:30,161.2,162.53846153846155,162.3423076923077,166.18076923076922,158.44615384615386,6.977839285959288,286.5511071472672,39.034142849302896,1.0,39.034142849302896,,39.034142849302896,174.33172418474797,161.3,164.35000000000002,157.55,26794244
2023-08-14 09:49:00+05:30,160.55,162.23076923076923,162.1076923076923,166.21923076923076,157.91538461538462,9.533379464469462,332.4008303604503,39.034142849302896,1.0,39.034142849302896,,39.034142849302896,174.24691357438027,161.0,169.39999999999998,152.2,26794244
2023-08-14 09:50:00+05:30,161.15,162.09230769230768,161.94615384615386,166.1346153846154,157.65769230769232,9.825034598352094,337.45062277033765,39.034142849302896,1.0,39.034142849302896,,39.034142849302896,174.16631718315332,160.65,165.95,155.25,26794244
2023-08-14 09:51:00+05:30,160.75,161.93076923076922,161.81923076923078,165.79230769230767,157.70769230769233,8.993775948764071,322.8879670777533,39.034142849302896,1.0,39.034142849302896,,39.034142849302896,174.083755231257,161.25,164.25,157.75,26794244
2023-08-14 09:52:00+05:30,160.1,161.80769230769232,161.6192307692308,165.56923076923078,157.6769230769231,8.532831961573049,313.91597530831484,39.034142849302896,1.0,39.034142849302896,,39.034142849302896,173.9977013529108,160.9,163.89999999999998,156.75,26794244
2023-08-14 09:53:00+05:30,159.85000000000002,161.61153846153846,161.3346153846154,165.4346153846154,157.33076923076922,8.437123971179794,311.8932314812363,39.034142849302896,1.0,39.034142849302896,,39.034142849302896,173.91063857535443,160.2,164.10000000000002,155.95,26794244
