date,close,MA_open,MA_close,MA_high,MA_low,ATR,Up,Dn,Trend,TrendUp,TrendDown,TrendSL,EMA,open,high,low,instrument_token,LongSignal,ShortSignal,LongCoverSignal,ShortCoverSignal
2023-08-21 09:15:00+05:30,171.60000000000002,,,,,,,,1.0,,,,171.60000000000002,188.55,198.5,162.1,31618820,0,0,0,0
2023-08-21 09:16:00+05:30,168.85,,,,,12.300000000000011,391.2500000000002,-51.55000000000021,1.0,-51.55000000000021,,-51.55000000000021,171.58307692307693,171.4,176.0,163.7,31618820,0,0,0,0
2023-08-21 09:17:00+05:30,167.3,,,,,11.462500000000013,373.5000000000002,-39.150000000000205,1.0,-39.150000000000205,,-39.150000000000205,171.55671952662723,168.25,171.65,162.7,31618820,0,0,0,0
2023-08-21 09:18:00+05:30,165.2,,,,,11.234375000000005,368.64375000000007,-35.793750000000074,1.0,-35.793750000000074,,-35.793750000000074,171.51760125261723,167.05,171.7,161.15,31618820,0,0,0,0
2023-08-21 09:19:00+05:30,164.75,,,,,9.875781250000006,342.6140625000001,-12.914062500000114,1.0,-12.914062500000114,,-12.914062500000114,171.47595447567804,165.05,167.75,161.95,31618820,0,0,0,0
2023-08-21 09:20:00+05:30,164.6,,,,,10.281835937500006,350.2730468750001,-12.914062500000114,1.0,-12.914062500000114,,-12.914062500000114,171.43364090967387,164.35,170.95,159.45,31618820,0,0,0,0
2023-08-21 09:21:00+05:30,163.5,,,,,10.911376953125007,360.8047851562501,-12.914062500000114,1.0,-12.914062500000114,,-12.914062500000114,171.38481850407587,164.45,170.8,158.0,31618820,0,0,0,0
2023-08-21 09:22:00+05:30,163.55,,,,,9.646032714843754,337.35358886718757,-9.903588867187551,1.0,-9.903588867187551,,-9.903588867187551,171.33660423635848,163.35000000000002,166.65,160.8,31618820,0,0,0,0
2023-08-21 09:23:00+05:30,163.65,,,,,8.147024536132816,310.2214416503907,16.92855834960929,1.0,16.92855834960929,,16.92855834960929,171.28930205644244,163.35,165.4,161.75,31618820,0,0,0,0
2023-08-21 09:24:00+05:30,162.45,,,,,7.27276840209962,293.88483123779315,32.06516876220684,1.0,32.06516876220684,,32.06516876220684,171.2349063514797,163.55,165.3,160.64999999999998,31618820,0,0,0,0
2023-08-21 09:25:00+05:30,163.35,,,,,7.004576301574712,288.73237342834483,36.56762657165518,1.0,36.56762657165518,,36.56762657165518,171.1863838508552,162.35,165.75,159.55,31618820,0,0,0,0
2023-08-21 09:26:00+05:30,163.85,,,,,6.765932226181037,284.6117800712587,41.038219928741356,1.0,41.038219928741356,,41.038219928741356,171.14123687331147,163.1,165.85000000000002,159.8,31618820,0,0,0,0
2023-08-21 09:27:00+05:30,163.5,166.78846153846155,165.08846153846156,170.8653846153846,161.03076923076924,5.861949169635772,268.8900850534439,57.8599149465561,1.0,57.8599149465561,,57.8599149465561,171.094213877168,163.45,164.95,161.8,31618820,0,0,0,0
2023-08-21 09:28:00+05:30,161.95,164.8615384615385,164.34615384615384,168.2923076923077,160.90769230769232,5.533961877226832,262.38631379008297,63.16368620991703,1.0,63.16368620991703,,63.16368620991703,171.03794179177004,163.5,165.05,160.5,31618820,0,0,0,0
2023-08-21 09:29:00+05:30,160.2,164.14615384615385,163.68076923076922,167.3153846153846,160.52692307692308,5.287971407920127,256.2084853425623,65.84151465743773,1.0,65.84151465743773,,65.84151465743773,170.97124676535915,162.1,163.3,158.75,31618820,0,0,0,0
2023-08-21 09:30:00+05:30,160.0,163.47692307692307,163.1192307692308,166.61153846153846,159.99615384615385,5.640978555940093,260.68761400692165,65.84151465743773,1.0,65.84151465743773,,65.84151465743773,170.90373140064924,159.55,162.5,155.8,31618820,0,0,0,0
2023-08-21 09:31:00+05:30,161.05,162.8923076923077,162.8,165.96153846153845,159.7153846153846,5.668233916955069,262.4032105051912,65.84151465743773,1.0,65.84151465743773,,65.84151465743773,170.8430930535683,159.45,163.25,157.5,31618820,0,0,0,0
2023-08-21 09:32:00+05:30,161.85,162.59615384615384,162.57692307692307,165.62692307692308,159.51923076923077,5.251175437716302,255.9211578788934,66.87884212110654,1.0,66.87884212110654,,66.87884212110654,170.78775094246944,161.2,163.39999999999998,159.39999999999998,31618820,0,0,0,0
2023-08-21 09:33:00+05:30,161.0,162.3846153846154,162.3,165.08461538461538,159.39615384615385,5.4508815782872295,258.99086840917016,66.87884212110654,1.0,66.87884212110654,,66.87884212110654,170.7275186289773,161.6,163.9,157.85,31618820,0,0,0,0
2023-08-21 09:34:00+05:30,161.85,162.1192307692308,162.17307692307693,164.56153846153848,159.46153846153845,5.375661183715423,258.18690130687764,66.87884212110654,1.0,66.87884212110654,,66.87884212110654,170.67288774510666,161.0,164.0,158.85,31618820,0,0,0,0
2023-08-21 09:35:00+05:30,162.10000000000002,161.9846153846154,162.06153846153845,164.39999999999998,159.37307692307692,5.256745887786569,256.7214259801583,67.47857401984177,1.0,67.47857401984177,,67.47857401984177,170.62013151282906,161.6,164.55,159.65,31618820,0,0,0,0
2023-08-21 09:36:00+05:30,160.45,161.87307692307692,161.8153846153846,164.27692307692308,159.09230769230768,5.367559415839931,257.56606948511876,67.47857401984177,1.0,67.47857401984177,,67.47857401984177,170.55754608813473,161.89999999999998,163.8,158.1,31618820,0,0,0,0
2023-08-21 09:37:00+05:30,161.3,161.6307692307692,161.72692307692307,164.05769230769232,158.93846153846152,4.975669561879944,250.112052113839,70.98794788616101,1.0,70.98794788616101,,70.98794788616101,170.5005765737462,160.4,162.45,158.65,31618820,0,0,0,0
2023-08-21 09:38:00+05:30,160.25,161.55,161.48846153846154,163.84230769230768,158.8807692307692,4.769252171409953,246.72153908537916,75.02846091462085,1.0,75.02846091462085,,75.02846091462085,170.43749610252314,161.3,162.95,158.8,31618820,0,0,0,0
2023-08-21 09:39:00+05:30,159.75,161.3153846153846,161.17307692307693,163.50384615384615,158.7576923076923,4.3894391285574645,238.83490431403436,80.81509568596563,1.0,80.81509568596563,,80.81509568596563,170.3717268957384,160.05,161.45,158.2,31618820,0,0,0,0
2023-08-21 09:40:00+05:30,159.25,161.01153846153846,160.84615384615384,163.25,158.4153846153846,4.367079346418102,238.10742823552584,80.89257176447417,1.0,80.89257176447417,,80.89257176447417,170.3032854994569,159.5,161.65,157.35,31618820,0,0,0,0
2023-08-21 09:41:00+05:30,159.2,160.70384615384617,160.6346153846154,162.98846153846154,158.1653846153846,4.375309509813578,238.20557117664438,80.89257176447417,1.0,80.89257176447417,,80.89257176447417,170.23495758869103,159.5,161.65,157.25,31618820,0,0,0,0
2023-08-21 09:42:00+05:30,161.5,160.48846153846154,160.7346153846154,163.14615384615385,157.91923076923075,5.7314821323601794,263.6166783824832,80.89257176447417,1.0,80.89257176447417,,80.89257176447417,170.18120400352987,159.3,165.35,155.55,31618820,0,0,0,0
2023-08-21 09:43:00+05:30,161.75,160.6423076923077,160.8692307692308,163.19230769230768,158.24615384615385,5.061111599270131,252.67500878686235,80.89257176447417,1.0,80.89257176447417,,80.89257176447417,170.12931967120045,161.55,163.1,160.05,31618820,0,0,0,0
2023-08-21 09:44:00+05:30,161.3,160.80384615384617,160.88846153846154,163.15384615384616,158.45,4.445833699452597,241.47500659014673,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.07498539630075,161.55,162.75,160.15,31618820,0,0,0,0
2023-08-21 09:45:00+05:30,160.55,160.80384615384617,160.78846153846155,163.2576923076923,158.25384615384615,5.309375274589449,256.3687549426101,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.0163701015543,161.2,164.75,156.85,31618820,0,0,0,0
2023-08-21 09:46:00+05:30,163.10000000000002,160.7423076923077,160.95,163.51153846153846,158.12307692307692,6.744531455942083,283.0765662069575,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,169.97380782400626,160.8,167.2,156.15,31618820,0,0,0,0
2023-08-21 09:47:00+05:30,167.85,160.9269230769231,161.41153846153844,164.25384615384613,158.05,8.995898591956562,327.7011746552181,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,169.96073823739698,163.4,173.65,157.9,31618820,0,0,0,0
2023-08-21 09:48:00+05:30,170.5,161.47692307692307,162.05769230769232,165.23846153846154,158.43846153846152,9.909423943967424,349.3946309914136,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,169.96405677132068,168.75,177.35,164.7,31618820,0,0,0,0
2023-08-21 09:49:00+05:30,169.39999999999998,162.05,162.74615384615387,165.99615384615385,159.01923076923077,9.432067957975567,339.4272232435602,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,169.96058565272793,169.35,173.65,165.65,31618820,0,0,0,0
2023-08-21 09:50:00+05:30,172.3,162.74615384615387,163.59230769230768,167.0423076923077,159.6423076923077,9.39905096848167,340.58291743267006,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,169.97498204871115,169.45,176.04999999999998,166.75,31618820,0,0,0,0
2023-08-21 09:51:00+05:30,173.85,163.63846153846154,164.6384615384615,168.02692307692308,160.47692307692307,8.57428822636125,327.0371880745025,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,169.9988283130268,172.9,175.75,169.65,31618820,0,0,0,0
2023-08-21 09:52:00+05:30,171.10000000000002,164.6846153846154,165.51153846153846,169.2576923076923,161.2923076923077,8.593216169770933,327.8028910558768,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.00560475417737,173.65,177.45,168.8,31618820,0,0,0,0
2023-08-21 09:53:00+05:30,174.5,165.55384615384614,166.6846153846154,170.39999999999998,162.06153846153848,8.732412127328201,329.10841829190764,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.03326257107474,170.79999999999998,176.5,167.35,31618820,0,0,0,0
2023-08-21 09:54:00+05:30,174.85,166.7576923076923,167.88846153846154,171.55769230769232,163.22692307692307,7.624309095496146,311.78756371893064,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.06290403217582,175.15,176.7,172.4,31618820,0,0,0,0
2023-08-21 09:55:00+05:30,175.2,168.00384615384615,168.94230769230768,172.55,164.44615384615386,7.430731821622109,308.57817278919794,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.09451693043934,175.5,178.25,171.4,31618820,0,0,0,0
2023-08-21 09:56:00+05:30,173.85,169.0653846153846,169.87307692307692,173.64615384615385,165.2153846153846,7.398048866216577,306.8648795918984,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.1176275954828,175.35,177.35,170.05,31618820,0,0,0,0
2023-08-21 09:57:00+05:30,175.1,169.98846153846154,170.9346153846154,174.8153846153846,165.98076923076923,7.511036649662438,309.2236596939239,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.14828834874135,173.55,177.95000000000002,170.1,31618820,0,0,0,0
2023-08-21 09:58:00+05:30,172.45,171.0653846153846,171.85000000000002,175.7923076923077,166.9269230769231,7.708277487246832,312.04899477044296,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.1624527281337,175.2,177.45,169.14999999999998,31618820,0,0,0,0
2023-08-21 09:59:00+05:30,172.65,171.96153846153845,172.58461538461538,176.44615384615383,168.04615384615383,7.031208115435124,299.7617460778322,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.1777607113452,172.45,175.7,170.7,31618820,0,0,0,0
2023-08-21 10:00:00+05:30,174.45,172.69230769230768,173.09230769230768,177.13846153846154,168.8884615384615,8.723406086576347,332.77130955837424,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.20405141465997,172.89999999999998,182.65,168.85,31618820,0,0,0,0
2023-08-21 10:01:00+05:30,172.39999999999998,173.05384615384614,173.23846153846154,177.08461538461538,169.23846153846154,8.392554564932254,324.01598216878057,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.2175649444159,173.45,176.64999999999998,169.25,31618820,0,0,0,0
2023-08-21 10:02:00+05:30,174.15,173.3,173.60384615384615,177.2769230769231,169.6076923076923,7.719415923699195,312.2494866265855,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.24176454475796,172.54999999999998,176.15,170.45,31618820,0,0,0,0
2023-08-21 10:03:00+05:30,175.4,173.67692307692306,173.8423076923077,177.56153846153848,170.0076923076923,7.739561942774399,315.1621149699392,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.27350753217482,174.35,179.75,171.95,31618820,0,0,0,0
2023-08-21 10:04:00+05:30,171.64999999999998,173.91538461538462,173.67307692307693,177.74615384615385,169.98461538461535,8.004671457080795,317.8340862274543,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.28197825505373,176.0,178.14999999999998,169.35,31618820,0,0,0,0
2023-08-21 10:05:00+05:30,173.65,173.7346153846154,173.86923076923074,177.57307692307694,170.0653846153846,7.341003592810587,304.66306467059053,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.30270454271493,171.3,175.2,169.85000000000002,31618820,0,0,0,0
2023-08-21 10:06:00+05:30,175.0,173.9653846153846,173.9076923076923,177.7,170.41538461538462,7.068252694607947,302.25354850294303,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.3316109762982,173.79999999999998,178.15,171.89999999999998,31618820,0,0,0,0
2023-08-21 10:07:00+05:30,176.95,173.9653846153846,174.06923076923073,177.89999999999998,170.3807692307692,7.138689520955966,304.1214113772074,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.37233952413635,175.14999999999998,179.3,171.95,31618820,0,0,0,0
2023-08-21 10:08:00+05:30,178.05,174.04230769230767,174.28846153846155,178.06153846153845,170.6346153846154,6.766517140716976,299.32230853290554,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.41958666552628,176.5,180.35,174.7,31618820,0,0,0,0
2023-08-21 10:09:00+05:30,178.05,174.28461538461536,174.6115384615385,178.20384615384617,171.08846153846156,5.887387855537732,283.54798139967914,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.46654305527687,178.5,179.2,175.95,31618820,0,0,0,0
2023-08-21 10:10:00+05:30,175.3,174.59230769230768,174.62692307692305,178.33076923076925,171.30384615384614,6.090540891653303,285.87973604975946,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.49628740570594,177.54999999999998,179.6,172.89999999999998,31618820,0,0,0,0
2023-08-21 10:11:00+05:30,175.95,174.59230769230768,174.89615384615385,178.37692307692305,171.43076923076922,6.380405668739977,289.2723020373196,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.5298487139785,175.20000000000002,178.05,170.8,31618820,0,0,0,0
2023-08-21 10:12:00+05:30,181.25,174.85000000000002,175.55769230769232,179.2076923076923,171.52692307692308,8.422804251554986,330.8354765279897,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.59581887573864,175.79999999999998,186.5,171.95,31618820,0,0,0,0
2023-08-21 10:13:00+05:30,181.5,175.5076923076923,176.10000000000002,179.39999999999998,172.28461538461536,7.929603188666237,324.6578573959922,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.66292152881104,181.45,185.14999999999998,178.7,31618820,0,0,0,0
2023-08-21 10:14:00+05:30,178.5,176.16923076923075,176.56923076923078,179.93076923076922,172.8384615384615,7.722202391499684,318.99964304699427,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.71114970401837,182.05,183.55,176.45,31618820,0,0,0,0
2023-08-21 10:15:00+05:30,181.89999999999998,176.65384615384616,177.1653846153846,180.46923076923076,173.40769230769232,7.116651793624758,308.59973228524564,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.78000416737825,178.85,183.15,177.85000000000002,31618820,0,0,0,0
2023-08-21 10:16:00+05:30,177.79999999999998,177.20384615384617,177.34999999999997,180.7923076923077,173.65384615384616,7.537488845218571,315.22479921393426,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.82320414173284,181.5,183.95,175.14999999999998,31618820,0,0,0,0
2023-08-21 10:17:00+05:30,175.1,177.3,177.6153846153846,180.9269230769231,173.92692307692306,7.403116633913928,309.6560994104507,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.84952288547603,177.25,179.9,172.9,31618820,0,0,0,0
2023-08-21 10:18:00+05:30,175.95,177.57692307692307,177.7923076923077,181.1653846153846,174.1307692307692,7.002337475435442,301.44207455783794,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.88091043695002,174.9,178.29999999999998,172.5,31618820,0,0,0,0
2023-08-21 10:19:00+05:30,175.05,177.7423076923077,177.79615384615383,181.08076923076925,174.31923076923073,5.9267531065765855,282.3815559183785,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.90656637272264,175.95,177.05,174.35,31618820,0,0,0,0
2023-08-21 10:20:00+05:30,176.29999999999998,177.73076923076923,177.74615384615385,181.10000000000002,174.22307692307692,6.657564829932445,294.961166938784,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.93975673350587,175.0,179.55,170.7,31618820,0,0,0,0
2023-08-21 10:21:00+05:30,175.10000000000002,177.68076923076922,177.51923076923077,180.9269230769231,174.06153846153845,6.368173622449326,289.9771252040879,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.96535823053046,175.85,178.1,172.60000000000002,31618820,0,0,0,0
2023-08-21 10:22:00+05:30,173.60000000000002,177.37692307692308,177.17692307692306,180.70384615384611,173.63846153846154,6.2386302168370005,285.670343903066,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.98157141065025,174.55,176.3,170.45,31618820,0,0,0,0
2023-08-21 10:23:00+05:30,173.7,177.0269230769231,177.05384615384617,180.33076923076922,173.59230769230768,5.291472662627747,268.77150792729947,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.99830020196933,173.0,174.75,172.3,31618820,0,0,0,0
2023-08-21 10:24:00+05:30,170.75,176.8807692307692,176.65384615384616,180.0846153846154,173.45769230769233,5.418604496970806,269.4848809454745,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.9967722007264,173.3,174.85,169.05,31618820,0,0,0,0
2023-08-21 10:25:00+05:30,171.85,176.5307692307692,175.93076923076922,179.15000000000003,173.2153846153846,5.451453372728107,269.7011607091059,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,171.00202283333732,171.25,174.35000000000002,168.8,31618820,0,0,0,0
2023-08-21 10:26:00+05:30,167.8,175.76153846153846,174.87692307692305,178.27307692307693,172.18076923076922,6.21359002954608,281.34462053182943,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.98231807743986,171.45,173.75,165.25,31618820,0,0,0,0
2023-08-21 10:27:00+05:30,168.2,174.7192307692308,174.08461538461538,177.25384615384615,171.45384615384611,5.485192522159563,267.38346539887215,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.96519612004022,168.5,170.3,167.0,31618820,0,0,0,0
2023-08-21 10:28:00+05:30,162.1,173.89999999999998,172.56153846153845,176.32692307692307,169.9653846153846,7.2638943916196705,295.5500990491541,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.9106410669938,168.2,171.1,158.5,31618820,0,0,0,0
2023-08-21 10:29:00+05:30,160.35000000000002,172.3923076923077,171.21923076923076,174.7923076923077,168.66923076923075,6.87292079371475,284.8625742868655,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.84565250658153,161.9,164.0,158.3,31618820,0,0,0,0
2023-08-21 10:30:00+05:30,158.7,171.0653846153846,169.95769230769233,173.47307692307692,167.36153846153846,6.867190595286061,282.9344307151491,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.77091002961794,160.0,162.75,155.9,31618820,0,0,0,0
2023-08-21 10:31:00+05:30,158.3,169.76153846153844,168.60000000000002,172.15384615384616,166.0076923076923,6.712892946464539,278.85707303636167,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.69416596789722,157.95,161.14999999999998,154.9,31618820,0,0,0,0
2023-08-21 10:32:00+05:30,158.55,168.3884615384615,167.33076923076922,170.89999999999998,164.61153846153846,6.172169709848407,269.57405477727133,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.619432638864,158.1,160.75,156.2,31618820,0,0,0,0
2023-08-21 10:33:00+05:30,157.75,167.11923076923074,165.90384615384616,169.3653846153846,163.51153846153846,5.429127282386302,255.72429108295344,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.54023613031714,158.5,159.6,156.4,31618820,0,0,0,0
2023-08-21 10:34:00+05:30,157.35,165.69615384615386,164.53846153846155,167.93076923076922,162.2269230769231,4.959345461789722,246.943218312215,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.45906544643825,157.35000000000002,159.45,155.9,31618820,0,0,0,0
2023-08-21 10:35:00+05:30,158.05,164.33076923076925,163.34230769230768,166.66923076923075,161.01153846153846,5.032009096342298,247.85116373416133,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.38270196676785,156.8,159.9,154.64999999999998,31618820,0,0,0,0
2023-08-21 10:36:00+05:30,157.8,163.15384615384616,162.1192307692308,165.45384615384617,159.76923076923077,4.474006822256719,238.08212280062094,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.30526995466468,157.7,158.95,156.15,31618820,0,0,0,0
2023-08-21 10:37:00+05:30,157.25,161.94615384615383,161.08076923076925,164.33846153846156,158.73076923076923,4.555505116692542,239.94909210046578,81.42499340985324,1.0,81.42499340985324,,81.42499340985324,170.22492983186675,157.6,160.35000000000002,155.55,31618820,0,0,0,0
2023-08-21 10:38:00+05:30,157.3,160.8653846153846,159.96153846153845,163.10384615384615,157.70384615384617,4.129128837519412,231.19931907534942,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,170.14539180213217,157.2,158.3,155.45,31618820,0,0,0,0
2023-08-21 10:39:00+05:30,158.2,159.75,159.22307692307692,162.04230769230767,156.93846153846155,4.259346628139554,234.29323930651196,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,170.07188169873442,156.95,159.95,155.3,31618820,0,0,0,0
2023-08-21 10:40:00+05:30,158.8,158.9346153846154,158.5,161.34230769230768,156.07307692307694,4.557009971104662,240.50117947988392,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,170.00251627289606,157.9,161.2,155.75,31618820,0,0,0,0
2023-08-21 10:41:00+05:30,160.25,158.1769230769231,158.3576923076923,160.70384615384617,155.91923076923078,4.9927574783285,249.519634609913,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,169.94250078813977,158.35,162.8,156.5,31618820,0,0,0,0
2023-08-21 10:42:00+05:30,158.05,158.04615384615383,158.18076923076922,160.68846153846155,155.67307692307693,5.919568108746379,266.0022259574348,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,169.86931616790505,160.2,163.8,155.1,31618820,0,0,0,0
2023-08-21 10:43:00+05:30,158.25,157.86923076923074,158.14615384615385,160.55,155.6423076923077,5.802176081559781,262.66416946807607,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,169.79781268379486,157.7,160.95,155.5,31618820,0,0,0,0
2023-08-21 10:44:00+05:30,158.65,157.87307692307692,158.17307692307693,160.56923076923078,155.74615384615385,5.63913206116983,260.32937710105693,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,169.7292107595869,158.0,161.39999999999998,156.25,31618820,0,0,0,0
2023-08-21 10:45:00+05:30,159.8,157.91153846153844,158.26923076923077,160.62307692307692,155.79615384615383,5.379349045877371,255.97828282579263,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,169.66810792414327,158.6,161.45,156.85,31618820,0,0,0,0
2023-08-21 10:46:00+05:30,160.15,158.0,158.45384615384617,160.8653846153846,155.92692307692306,5.19701178440803,253.97121211934456,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,169.60953495230237,159.65,162.75,158.1,31618820,0,0,0,0
2023-08-21 10:47:00+05:30,158.8,158.22307692307692,158.56538461538463,161.0423076923077,155.9653846153846,5.235258838306021,253.3096590895084,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,169.54301473721128,160.25,161.75,156.4,31618820,0,0,0,0
2023-08-21 10:48:00+05:30,159.25,158.3653846153846,158.65769230769232,161.08846153846156,156.17307692307693,4.71394412872951,243.7759943171312,82.55068092465059,1.0,82.55068092465059,,82.55068092465059,169.4796731080592,158.65,160.5,157.35000000000002,31618820,0,0,0,0
2023-08-21 10:49:00+05:30,159.5,158.47692307692307,158.78846153846155,161.20769230769233,156.3,4.21045809654713,234.93824573784835,83.36175426215166,1.0,83.36175426215166,,83.36175426215166,169.4182597350865,159.15,160.5,157.8,31618820,0,0,0,0
2023-08-21 10:50:00+05:30,158.55,158.58846153846156,158.88846153846154,161.3653846153846,156.35,4.7078435724103525,244.04118430338636,83.36175426215166,1.0,83.36175426215166,,83.36175426215166,169.35137813671673,159.05,162.4,156.2,31618820,0,0,0,0
2023-08-21 10:51:00+05:30,153.25,158.69615384615386,158.57692307692307,161.7076923076923,155.84615384615384,6.9933826793077625,281.70588822753973,83.36175426215166,1.0,83.36175426215166,,83.36175426215166,169.25229273279845,158.6,162.75,148.9,31618820,0,0,0,0
2023-08-21 10:52:00+05:30,154.4,158.42307692307693,158.28461538461536,161.47307692307692,155.5307692307692,6.670037009480826,274.1106661706549,83.36175426215166,1.0,83.36175426215166,,83.36175426215166,169.16089400828892,153.39999999999998,156.9,151.2,31618820,0,0,0,0
2023-08-21 10:53:00+05:30,154.9,158.18076923076922,157.9846153846154,161.18076923076922,155.30384615384614,6.152527757110618,265.84549962799116,83.36175426215166,1.0,83.36175426215166,,83.36175426215166,169.0731346605456,154.75,157.4,152.8,31618820,0,0,0,0
2023-08-21 10:54:00+05:30,155.45,157.91923076923075,157.6153846153846,160.71538461538464,155.09230769230768,5.364395817832963,251.80912472099334,83.36175426215166,1.0,83.36175426215166,,83.36175426215166,168.98929998571148,154.95,156.75,153.75,31618820,0,0,0,0
2023-08-21 10:55:00+05:30,155.85,157.58846153846156,157.44615384615386,160.27692307692308,154.96923076923076,5.173296863374721,248.919343540745,83.36175426215166,1.0,83.36175426215166,,83.36175426215166,168.9084427550302,155.9,158.1,153.5,31618820,0,0,0,0
2023-08-21 10:56:00+05:30,155.45,157.4576923076923,157.23076923076923,159.98076923076923,154.83461538461538,4.717472647531039,240.33950765555872,83.36175426215166,1.0,83.36175426215166,,83.36175426215166,168.8256215688454,156.0,157.1,153.75,31618820,0,0,0,0
